,latitude,longitude,postalCode,Date,Hour,make,model,year,soakTime,day_night
228,29.78,-95.178,77015,10/10/2019,12,CHEVROLET,MALIBU,2017,8.866666667,dtime
229,29.807,-95.166,77015,10/27/2019,12,CHEVROLET,MALIBU,2017,27.85,dtime
230,29.78,-95.178,77015,10/9/2019,12,CHEVROLET,MALIBU,2017,6.933333333,dtime
231,29.78,-95.179,77015,10/9/2019,12,CHEVROLET,MALIBU,2017,11.66666667,dtime
232,29.786,-95.189,77015,10/16/2019,12,CHEVROLET,MALIBU,2017,24.96666667,dtime
233,29.804,-95.168,77015,10/12/2019,12,CHEVROLET,MALIBU,2017,20.9,dtime
234,29.809,-95.166,77015,10/1/2019,12,CHEVROLET,MALIBU,2017,7.016666667,dtime
235,29.806,-95.184,77015,10/3/2019,12,CHEVROLET,MALIBU,2017,8.816666667,dtime
236,29.808,-95.162,77015,10/8/2019,12,CHEVROLET,MALIBU,2017,28.9,dtime
237,29.807,-95.162,77015,10/8/2019,12,CHEVROLET,MALIBU,2017,16.2,dtime
238,29.793,-95.194,77015,10/5/2019,12,CHEVROLET,MALIBU,2017,9.1,dtime
239,29.769,-95.186,77015,10/6/2019,12,CHEVROLET,MALIBU,2017,13.11666667,dtime
240,29.789,-95.17,77015,10/2/2019,12,CHEVROLET,MALIBU,2017,8.833333333,dtime
241,29.805,-95.181,77015,10/6/2019,12,CHEVROLET,MALIBU,2017,18.43333333,dtime
242,29.804,-95.174,77015,10/9/2019,12,CHEVROLET,MALIBU,2017,8.45,dtime
243,29.805,-95.193,77015,10/29/2019,12,CHEVROLET,MALIBU,2017,16.26666667,dtime
244,29.769,-95.183,77015,10/15/2019,12,CHEVROLET,MALIBU,2017,24.2,dtime
245,29.81,-95.166,77015,10/11/2019,12,CHEVROLET,MALIBU,2017,19.4,dtime
246,29.769,-95.184,77015,10/1/2019,12,CHEVROLET,MALIBU,2017,13.56666667,dtime
247,29.81,-95.165,77015,10/2/2019,12,CHEVROLET,MALIBU,2017,25.76666667,dtime
248,29.781,-95.205,77015,10/21/2019,12,CHEVROLET,MALIBU,2017,10.88333333,dtime
249,29.775,-95.181,77015,10/27/2019,12,CHEVROLET,MALIBU,2017,7.35,dtime
250,29.81,-95.166,77015,10/19/2019,12,CHEVROLET,MALIBU,2017,18.68333333,dtime
251,29.808,-95.165,77015,10/5/2019,12,CHEVROLET,MALIBU,2017,28.78333333,dtime
252,29.771,-95.206,77015,10/26/2019,12,CHEVROLET,MALIBU,2017,13.08333333,dtime
253,29.807,-95.183,77015,10/6/2019,12,CHEVROLET,MALIBU,2017,28.26666667,dtime
254,29.772,-95.186,77015,10/1/2019,12,CHEVROLET,MALIBU,2017,29.6,dtime
255,29.811,-95.162,77015,10/8/2019,12,CHEVROLET,MALIBU,2017,24.63333333,dtime
256,29.769,-95.187,77015,10/29/2019,12,CHEVROLET,MALIBU,2017,13.88333333,dtime
257,29.81,-95.166,77015,10/10/2019,12,CHEVROLET,MALIBU,2017,6.966666667,dtime
258,29.811,-95.162,77015,10/25/2019,12,CHEVROLET,MALIBU,2017,23.45,dtime
259,29.811,-95.166,77015,10/26/2019,12,CHEVROLET,MALIBU,2017,6.35,dtime
260,29.793,-95.187,77015,10/5/2019,12,CHEVROLET,MALIBU,2017,10.78333333,dtime
261,29.769,-95.187,77015,10/27/2019,12,CHEVROLET,MALIBU,2017,14.75,dtime
262,29.769,-95.187,77015,10/27/2019,12,CHEVROLET,MALIBU,2017,8.2,dtime
263,29.769,-95.187,77015,10/26/2019,12,CHEVROLET,MALIBU,2017,6.333333333,dtime
264,29.764,-95.222,77015,10/30/2019,12,CHEVROLET,MALIBU,2017,29.03333333,dtime
265,29.806,-95.193,77015,10/15/2019,12,CHEVROLET,MALIBU,2017,6.8,dtime
266,29.806,-95.193,77015,10/10/2019,12,CHEVROLET,MALIBU,2017,7.333333333,dtime
267,29.769,-95.186,77015,10/4/2019,12,CHEVROLET,MALIBU,2017,8.2,dtime
268,29.769,-95.186,77015,10/5/2019,12,CHEVROLET,MALIBU,2017,21.7,dtime
269,29.772,-95.187,77015,10/16/2019,12,CHEVROLET,MALIBU,2017,20,dtime
270,29.769,-95.176,77015,10/3/2019,12,CHEVROLET,MALIBU,2017,7.766666667,dtime
271,29.769,-95.176,77015,10/23/2019,12,CHEVROLET,MALIBU,2017,9.766666667,dtime
272,29.8,-95.176,77015,10/7/2019,12,CHEVROLET,MALIBU,2017,28.96666667,dtime
