,latitude,longitude,postalCode,Date,Hour,make,model,year,soakTime,day_night
107,29.792,-94.982,77521,7/24/2019,16,CHEVROLET,MALIBU,2017,11.06666667,dtime
108,29.769,-94.989,77521,7/28/2019,16,CHEVROLET,MALIBU,2017,8.083333333,dtime
109,29.781,-94.979,77521,7/16/2019,16,CHEVROLET,MALIBU,2017,13.71666667,dtime
110,29.795,-94.978,77521,7/5/2019,16,CHEVROLET,MALIBU,2017,17.31666667,dtime
111,29.797,-94.979,77521,7/12/2019,16,CHEVROLET,MALIBU,2017,17.13333333,dtime
112,29.803,-94.98,77521,7/23/2019,16,CHEVROLET,MALIBU,2017,23.7,dtime
113,29.806,-94.982,77521,7/9/2019,16,CHEVROLET,MALIBU,2017,14.76666667,dtime
114,29.81,-94.902,77521,7/16/2019,16,CHEVROLET,MALIBU,2017,7.733333333,dtime
115,29.808,-94.903,77521,7/19/2019,16,CHEVROLET,MALIBU,2017,18.56666667,dtime
116,29.801,-94.994,77521,7/29/2019,16,CHEVROLET,MALIBU,2017,17.9,dtime
117,29.802,-94.998,77521,7/5/2019,16,CHEVROLET,MALIBU,2017,8.816666667,dtime
118,29.783,-95.016,77521,7/8/2019,16,CHEVROLET,MALIBU,2017,9.083333333,dtime
119,29.783,-95.016,77521,7/8/2019,16,CHEVROLET,MALIBU,2017,17.76666667,dtime
120,29.783,-95.016,77521,7/9/2019,16,CHEVROLET,MALIBU,2017,6.783333333,dtime
121,29.783,-95.016,77521,7/9/2019,16,CHEVROLET,MALIBU,2017,13.43333333,dtime
122,29.783,-95.016,77521,7/17/2019,16,CHEVROLET,MALIBU,2017,29.58333333,dtime
123,29.771,-94.976,77521,7/20/2019,16,CHEVROLET,MALIBU,2017,24.45,dtime
124,29.798,-94.985,77521,7/21/2019,16,CHEVROLET,MALIBU,2017,11.76666667,dtime
125,29.795,-94.979,77521,7/9/2019,16,CHEVROLET,MALIBU,2017,23,dtime
126,29.794,-94.98,77521,7/9/2019,16,CHEVROLET,MALIBU,2017,8.55,dtime
127,29.777,-94.976,77521,7/11/2019,16,CHEVROLET,MALIBU,2017,21.33333333,dtime
128,29.795,-94.98,77521,7/23/2019,16,CHEVROLET,MALIBU,2017,26.11666667,dtime
129,29.792,-94.981,77521,7/25/2019,16,CHEVROLET,MALIBU,2017,6.983333333,dtime
130,29.772,-94.977,77521,7/2/2019,16,CHEVROLET,MALIBU,2017,16.63333333,dtime
131,29.772,-94.977,77521,7/13/2019,16,CHEVROLET,MALIBU,2017,13.51666667,dtime
132,29.798,-95.033,77521,7/3/2019,16,CHEVROLET,MALIBU,2017,15.81666667,dtime
133,29.781,-94.99,77521,7/20/2019,16,CHEVROLET,MALIBU,2017,8.833333333,dtime
134,29.767,-94.977,77521,7/5/2019,16,CHEVROLET,MALIBU,2017,7.866666667,dtime
135,29.761,-94.976,77521,7/8/2019,16,CHEVROLET,MALIBU,2017,20.95,dtime
136,29.761,-94.965,77521,7/8/2019,16,CHEVROLET,MALIBU,2017,6.883333333,dtime
137,29.76,-94.965,77521,7/11/2019,16,CHEVROLET,MALIBU,2017,10.05,dtime
